# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

REP movsb %fs:(%rsi),%es:(%rdi)
rep movsb %fs:(%rsi),%es:(%rdi)

loopzw 0x7ffffff3
loope 0x7ffffff2
loopz 0x7ffffff2

loopnel 0x7ffffffffffffff3
loopnzl 0x7ffffffffffffff3
.byte 0x66; loopne 0xfff3
.byte 0x66; loopnz 0xfff3
loopne 0x7ffffffffffffff2
loopnz 0x7ffffffffffffff2
loopel 0x7ffffffffffffff3
loopzl 0x7ffffffffffffff3
.byte 0x66; loope 0xfff3
.byte 0x66; loopz 0xfff3
loope 0x7ffffffffffffff2
loopz 0x7ffffffffffffff2

cmovb %si,%cx
cmovc %si,%cx
cmovnae %si,%cx
cmovae %si,%cx
cmovnb %si,%cx
cmovnc %si,%cx
cmove %si,%cx
cmovz %si,%cx
cmovne %si,%cx
cmovnz %si,%cx
cmovbe %si,%cx
cmovna %si,%cx
cmova %si,%cx
cmovnbe %si,%cx
cmovp %si,%cx
cmovpe %si,%cx
cmovnp %si,%cx
cmovpo %si,%cx
cmovl %si,%cx
cmovnge %si,%cx
cmovge %si,%cx
cmovnl %si,%cx
cmovle %si,%cx
cmovng %si,%cx
cmovg %si,%cx
cmovnle %si,%cx

cmovb %esi,%ecx
cmovc %esi,%ecx
cmovnae %esi,%ecx
cmovae %esi,%ecx
cmovnb %esi,%ecx
cmovnc %esi,%ecx
cmove %esi,%ecx
cmovz %esi,%ecx
cmovne %esi,%ecx
cmovnz %esi,%ecx
cmovbe %esi,%ecx
cmovna %esi,%ecx
cmova %esi,%ecx
cmovnbe %esi,%ecx
cmovp %esi,%ecx
cmovpe %esi,%ecx
cmovnp %esi,%ecx
cmovpo %esi,%ecx
cmovl %esi,%ecx
cmovnge %esi,%ecx
cmovge %esi,%ecx
cmovnl %esi,%ecx
cmovle %esi,%ecx
cmovng %esi,%ecx
cmovg %esi,%ecx
cmovnle %esi,%ecx

cmovb %rsi,%rcx
cmovc %rsi,%rcx
cmovnae %rsi,%rcx
cmovae %rsi,%rcx
cmovnb %rsi,%rcx
cmovnc %rsi,%rcx
cmove %rsi,%rcx
cmovz %rsi,%rcx
cmovne %rsi,%rcx
cmovnz %rsi,%rcx
cmovbe %rsi,%rcx
cmovna %rsi,%rcx
cmova %rsi,%rcx
cmovnbe %rsi,%rcx
cmovp %rsi,%rcx
cmovpe %rsi,%rcx
cmovnp %rsi,%rcx
cmovpo %rsi,%rcx
cmovl %rsi,%rcx
cmovnge %rsi,%rcx
cmovge %rsi,%rcx
cmovnl %rsi,%rcx
cmovle %rsi,%rcx
cmovng %rsi,%rcx
cmovg %rsi,%rcx
cmovnle %rsi,%rcx

setb %al
setc %al
setnae %al
setae %al
setnb %al
setnc %al
sete %al
setz %al
setne %al
setnz %al
setbe %al
setna %al
seta %al
setnbe %al
setp %al
setpe %al
setnp %al
setpo %al
setl %al
setnge %al
setge %al
setnl %al
setle %al
setng %al
setg %al
setnle %al

cmpbxadd %esi,%edx,(%rax)
cmpcxadd %esi,%edx,(%rax)
cmpnaexadd %esi,%edx,(%rax)
cmpaexadd %esi,%edx,(%rax)
cmpnbxadd %esi,%edx,(%rax)
cmpncxadd %esi,%edx,(%rax)
cmpexadd %esi,%edx,(%rax)
cmpzxadd %esi,%edx,(%rax)
cmpnexadd %esi,%edx,(%rax)
cmpnzxadd %esi,%edx,(%rax)
cmpbexadd %esi,%edx,(%rax)
cmpnaxadd %esi,%edx,(%rax)
cmpaxadd %esi,%edx,(%rax)
cmpnbexadd %esi,%edx,(%rax)
cmppxadd %esi,%edx,(%rax)
cmppexadd %esi,%edx,(%rax)
cmpnpxadd %esi,%edx,(%rax)
cmppoxadd %esi,%edx,(%rax)
cmplxadd %esi,%edx,(%rax)
cmpngexadd %esi,%edx,(%rax)
cmpgexadd %esi,%edx,(%rax)
cmpnlxadd %esi,%edx,(%rax)
cmplexadd %esi,%edx,(%rax)
cmpngxadd %esi,%edx,(%rax)
cmpgxadd %esi,%edx,(%rax)
cmpnlexadd %esi,%edx,(%rax)

cmpbxadd %rsi,%rdx,(%rax)
cmpcxadd %rsi,%rdx,(%rax)
cmpnaexadd %rsi,%rdx,(%rax)
cmpaexadd %rsi,%rdx,(%rax)
cmpnbxadd %rsi,%rdx,(%rax)
cmpncxadd %rsi,%rdx,(%rax)
cmpexadd %rsi,%rdx,(%rax)
cmpzxadd %rsi,%rdx,(%rax)
cmpnexadd %rsi,%rdx,(%rax)
cmpnzxadd %rsi,%rdx,(%rax)
cmpbexadd %rsi,%rdx,(%rax)
cmpnaxadd %rsi,%rdx,(%rax)
cmpaxadd %rsi,%rdx,(%rax)
cmpnbexadd %rsi,%rdx,(%rax)
cmppxadd %rsi,%rdx,(%rax)
cmppexadd %rsi,%rdx,(%rax)
cmpnpxadd %rsi,%rdx,(%rax)
cmppoxadd %rsi,%rdx,(%rax)
cmplxadd %rsi,%rdx,(%rax)
cmpngexadd %rsi,%rdx,(%rax)
cmpgexadd %rsi,%rdx,(%rax)
cmpnlxadd %rsi,%rdx,(%rax)
cmplexadd %rsi,%rdx,(%rax)
cmpngxadd %rsi,%rdx,(%rax)
cmpgxadd %rsi,%rdx,(%rax)
cmpnlexadd %rsi,%rdx,(%rax)

mov %edx,%ecx
mov (%rdx),%ecx
mov (%rdx),%ecx
mov (%rdx),%ecx
mov (%rdx),%ecx
mov %fs:(%rdx),%ecx
mov %gs:(%rdx),%ecx
mov (%rbp),%ecx
mov (%rbp),%ecx
mov (%rbp),%ecx
mov (%rbp),%ecx
mov %fs:(%rbp),%ecx
mov %gs:(%rbp),%ecx
mov (%rsp),%ecx
mov (%rsp),%ecx
mov (%rsp),%ecx
mov (%rsp),%ecx
mov %fs:(%rsp),%ecx
mov %gs:(%rsp),%ecx
mov %es:(%edx),%ecx
mov %cs:(%edx),%ecx
mov %ss:(%edx),%ecx
mov (%edx),%ecx
mov %fs:(%edx),%ecx
mov %gs:(%edx),%ecx
mov %es:(%ebp),%ecx
mov %cs:(%ebp),%ecx
mov (%ebp),%ecx
mov %ds:(%ebp),%ecx
mov %fs:(%ebp),%ecx
mov %gs:(%ebp),%ecx
mov %es:(%esp),%ecx
mov %cs:(%esp),%ecx
mov (%esp),%ecx
mov %ds:(%esp),%ecx
mov %fs:(%esp),%ecx
mov %gs:(%esp),%ecx
mov %es:(%bx),%ax
mov %cs:(%bx),%ax
mov %ss:(%bx),%ax
mov (%bx),%ax
mov %fs:(%bx),%ax
mov %gs:(%bx),%ax
mov %es:(%bp),%ax
mov %cs:(%bp),%ax
mov (%bp),%ax
mov %ds:(%bp),%ax
mov %fs:(%bp),%ax
mov %gs:(%bp),%ax
mov %edx,%ecx
mov %edx,%ecx

es mov %edx,%ecx
mov %es:(%rdx),%ecx
mov %cs:(%rdx),%ecx
mov %ss:(%rdx),%ecx
mov %ds:(%rdx),%ecx
mov %fs:(%rdx),%ecx
mov %gs:(%rdx),%ecx
mov %es:(%rbp),%ecx
mov %cs:(%rbp),%ecx
mov %ss:(%rbp),%ecx
mov %ds:(%rbp),%ecx
mov %fs:(%rbp),%ecx
mov %gs:(%rbp),%ecx
mov %es:(%rsp),%ecx
mov %cs:(%rsp),%ecx
mov %ss:(%rsp),%ecx
mov %ds:(%rsp),%ecx
mov %fs:(%rsp),%ecx
mov %gs:(%rsp),%ecx
mov %es:(%edx),%ecx
mov %cs:(%edx),%ecx
mov %ss:(%edx),%ecx
mov %ds:(%edx),%ecx
mov %fs:(%edx),%ecx
mov %gs:(%edx),%ecx
mov %es:(%ebp),%ecx
mov %cs:(%ebp),%ecx
mov %ss:(%ebp),%ecx
mov %ds:(%ebp),%ecx
mov %fs:(%ebp),%ecx
mov %gs:(%ebp),%ecx
mov %es:(%esp),%ecx
mov %cs:(%esp),%ecx
mov %ss:(%esp),%ecx
mov %ds:(%esp),%ecx
mov %fs:(%esp),%ecx
mov %gs:(%esp),%ecx
mov %es:(%bx),%ax
mov %cs:(%bx),%ax
mov %ss:(%bx),%ax
mov %ds:(%bx),%ax
mov %fs:(%bx),%ax
mov %gs:(%bx),%ax
mov %es:(%bp),%ax
mov %cs:(%bp),%ax
mov %ss:(%bp),%ax
mov %ds:(%bp),%ax
mov %fs:(%bp),%ax
mov %gs:(%bp),%ax
rep mov %edx,%ecx
repne mov %edx,%ecx

vcvtsi2sd %ebx,%xmm14,%xmm18
vcvtsi2sd %ebx,%xmm22,%xmm10
vcvtsi2sd %r11d,%xmm6,%xmm2
vcvtsi2sd %ebx,%xmm6,%xmm2
vcvtusi2sd %ebx,%xmm14,%xmm18
vcvtusi2sd %ebx,%xmm22,%xmm10
vcvtusi2sd %r11d,%xmm6,%xmm2
vcvtusi2sd %ebx,%xmm6,%xmm2
vcvtdq2pd %ymm3,%zmm2{%k3}{z}
vcvtdq2pd %ymm19,%zmm10{%k3}
vcvtdq2pd %ymm11,%zmm18{%k3}{z}
vcvtdq2pd %ymm3,%zmm2{%k3}
vcvtudq2pd %ymm3,%zmm2{%k3}{z}
vcvtudq2pd %ymm19,%zmm10{%k3}
vcvtudq2pd %ymm11,%zmm18{%k3}{z}
vcvtudq2pd %ymm3,%zmm2{%k3}

vcvtsi2sd %ebx,{rn-sae},%xmm14,%xmm18
vcvtsi2sd %ebx,{rd-sae},%xmm22,%xmm10
vcvtsi2sd %r11d,{ru-sae},%xmm6,%xmm2
vcvtsi2sd %ebx,{rz-sae},%xmm6,%xmm2
vcvtusi2sd %ebx,{rn-sae},%xmm14,%xmm18
vcvtusi2sd %ebx,{rd-sae},%xmm22,%xmm10
vcvtusi2sd %r11d,{ru-sae},%xmm6,%xmm2
vcvtusi2sd %ebx,{rz-sae},%xmm6,%xmm2
vcvtdq2pd {rn-sae},%ymm3,%zmm2{%k3}{z}
vcvtdq2pd {rd-sae},%ymm19,%zmm10{%k3}
vcvtdq2pd {ru-sae},%ymm11,%zmm18{%k3}{z}
vcvtdq2pd {rz-sae},%ymm3,%zmm2{%k3}
vcvtudq2pd {rn-sae},%ymm3,%zmm2{%k3}{z}
vcvtudq2pd {rd-sae},%ymm19,%zmm10{%k3}
vcvtudq2pd {ru-sae},%ymm11,%zmm18{%k3}{z}
vcvtudq2pd {rz-sae},%ymm3,%zmm2{%k3}

movabs 0xf0debc9a78563412,%al
movabs 0xf0debc9a78563412,%al
movabs 0xf0debc9a78563412,%al
movabs 0xf0debc9a78563412,%al
movabs %fs:0xf0debc9a78563412,%al
movabs %gs:0xf0debc9a78563412,%al
mov %es:0x78563412,%al
mov %cs:0x78563412,%al
mov %ss:0x78563412,%al
mov 0x78563412,%al
mov %fs:0x78563412,%al
mov %gs:0x78563412,%al
mov %es:0xf0de,%al
mov %cs:0xf0de,%al
mov %ss:0xf0de,%al
mov 0xf0de,%al
mov %fs:0xf0de,%al
mov %gs:0xf0de,%al
mov 0x7fffffffedcba97f,%cl
mov 0x7fffffffedcba97f,%cl
mov 0x7fffffffedcba97f,%cl
mov 0x7fffffffedcba97f,%cl
mov %fs:0x7fffffffedcba97f,%cl
mov %gs:0x7fffffffedcba97f,%cl
mov %es:0xedcba988,%cl
mov %cs:0xedcba988,%cl
mov %ss:0xedcba988,%cl
mov 0xedcba988,%cl
mov %fs:0xedcba988,%cl
mov %gs:0xedcba988,%cl
mov %es:0xedcc,%cl
mov %cs:0xedcc,%cl
mov %ss:0xedcc,%cl
mov 0xedcc,%cl
mov %fs:0xedcc,%cl
mov %gs:0xedcc,%cl

movabs %es:0xf0debc9a78563412,%al
movabs %cs:0xf0debc9a78563412,%al
movabs %ss:0xf0debc9a78563412,%al
movabs %ds:0xf0debc9a78563412,%al
movabs %fs:0xf0debc9a78563412,%al
movabs %gs:0xf0debc9a78563412,%al
mov %es:0x78563412,%al
mov %cs:0x78563412,%al
mov %ss:0x78563412,%al
mov %ds:0x78563412,%al
mov %fs:0x78563412,%al
mov %gs:0x78563412,%al
mov %es:0xf0de,%al
mov %cs:0xf0de,%al
mov %ss:0xf0de,%al
mov %ds:0xf0de,%al
mov %fs:0xf0de,%al
mov %gs:0xf0de,%al
mov %es:0x7fffffffedcba97f,%cl
mov %cs:0x7fffffffedcba97f,%cl
mov %ss:0x7fffffffedcba97f,%cl
mov %ds:0x7fffffffedcba97f,%cl
mov %fs:0x7fffffffedcba97f,%cl
mov %gs:0x7fffffffedcba97f,%cl
mov %es:0xedcba988,%cl
mov %cs:0xedcba988,%cl
mov %ss:0xedcba988,%cl
mov %ds:0xedcba988,%cl
mov %fs:0xedcba988,%cl
mov %gs:0xedcba988,%cl
mov %es:0xedcc,%cl
mov %cs:0xedcc,%cl
mov %ss:0xedcc,%cl
mov %ds:0xedcc,%cl
mov %fs:0xedcc,%cl
mov %gs:0xedcc,%cl

maskmovq %mm3,%mm2
maskmovq %mm3,%mm2
maskmovq %mm3,%mm2
maskmovq %mm3,%mm2
fs maskmovq %mm3,%mm2
gs maskmovq %mm3,%mm2
maskmovdqu %xmm3,%xmm2
maskmovdqu %xmm3,%xmm2
maskmovdqu %xmm3,%xmm2
maskmovdqu %xmm3,%xmm2
fs maskmovdqu %xmm3,%xmm2
gs maskmovdqu %xmm3,%xmm2
vmaskmovdqu %xmm3,%xmm2
vmaskmovdqu %xmm3,%xmm2
vmaskmovdqu %xmm3,%xmm2
vmaskmovdqu %xmm3,%xmm2
fs vmaskmovdqu %xmm3,%xmm2
gs vmaskmovdqu %xmm3,%xmm2

es maskmovq %mm3,%mm2
cs maskmovq %mm3,%mm2
ss maskmovq %mm3,%mm2
maskmovq %mm3,%mm2
fs maskmovq %mm3,%mm2
gs maskmovq %mm3,%mm2
es maskmovdqu %xmm3,%xmm2
cs maskmovdqu %xmm3,%xmm2
ss maskmovdqu %xmm3,%xmm2
maskmovdqu %xmm3,%xmm2
fs maskmovdqu %xmm3,%xmm2
gs maskmovdqu %xmm3,%xmm2
es vmaskmovdqu %xmm3,%xmm2
cs vmaskmovdqu %xmm3,%xmm2
ss vmaskmovdqu %xmm3,%xmm2
vmaskmovdqu %xmm3,%xmm2
fs vmaskmovdqu %xmm3,%xmm2
gs vmaskmovdqu %xmm3,%xmm2

es maskmovq %mm3,%mm2
cs maskmovq %mm3,%mm2
ss maskmovq %mm3,%mm2
maskmovq %mm3,%mm2
fs maskmovq %mm3,%mm2
gs maskmovq %mm3,%mm2
es maskmovdqu %xmm3,%xmm2
cs maskmovdqu %xmm3,%xmm2
ss maskmovdqu %xmm3,%xmm2
maskmovdqu %xmm3,%xmm2
fs maskmovdqu %xmm3,%xmm2
gs maskmovdqu %xmm3,%xmm2
es vmaskmovdqu %xmm3,%xmm2
cs vmaskmovdqu %xmm3,%xmm2
ss vmaskmovdqu %xmm3,%xmm2
vmaskmovdqu %xmm3,%xmm2
fs vmaskmovdqu %xmm3,%xmm2
gs vmaskmovdqu %xmm3,%xmm2

monitor
monitor
monitor
monitor
fs monitor
gs monitor
monitorx
monitorx
monitorx
monitorx
fs monitorx
gs monitorx
clzero
clzero
clzero
clzero
fs clzero
gs clzero
umonitor %rbp
umonitor %rbp
umonitor %rbp
umonitor %rbp
fs umonitor %rbp
gs umonitor %rbp

es monitor
cs monitor
ss monitor
monitor
fs monitor
gs monitor
es monitorx
cs monitorx
ss monitorx
monitorx
fs monitorx
gs monitorx
es clzero
cs clzero
ss clzero
clzero
fs clzero
gs clzero
es umonitor %ebp
cs umonitor %ebp
ss umonitor %ebp
umonitor %ebp
fs umonitor %ebp
gs umonitor %ebp

es monitor
cs monitor
ss monitor
monitor
fs monitor
gs monitor
es monitorx
cs monitorx
ss monitorx
monitorx
fs monitorx
gs monitorx
es clzero
cs clzero
ss clzero
clzero
fs clzero
gs clzero
es umonitor %bp
cs umonitor %bp
ss umonitor %bp
umonitor %bp
fs umonitor %bp
gs umonitor %bp

xlat (%rbx)
xlat (%rbx)
xlat (%rbx)
xlat (%rbx)
xlat %fs:(%rbx)
xlat %gs:(%rbx)
outsb (%rsi),%dx
outsb (%rsi),%dx
outsb (%rsi),%dx
outsb (%rsi),%dx
outsb %fs:(%rsi),%dx
outsb %gs:(%rsi),%dx
outsw (%rsi),%dx
outsw (%rsi),%dx
outsw (%rsi),%dx
outsw (%rsi),%dx
outsw %fs:(%rsi),%dx
outsw %gs:(%rsi),%dx
outsl (%rsi),%dx
outsl (%rsi),%dx
outsl (%rsi),%dx
outsl (%rsi),%dx
outsl %fs:(%rsi),%dx
outsl %gs:(%rsi),%dx
movsb (%rsi),(%rdi)
movsb (%rsi),(%rdi)
movsb (%rsi),(%rdi)
movsb (%rsi),(%rdi)
movsb %fs:(%rsi),%es:(%rdi)
movsb %gs:(%rsi),%es:(%rdi)
movsw (%rsi),(%rdi)
movsw (%rsi),(%rdi)
movsw (%rsi),(%rdi)
movsw (%rsi),(%rdi)
movsw %fs:(%rsi),%es:(%rdi)
movsw %gs:(%rsi),%es:(%rdi)
movsl (%rsi),(%rdi)
movsl (%rsi),(%rdi)
movsl (%rsi),(%rdi)
movsl (%rsi),(%rdi)
movsl %fs:(%rsi),%es:(%rdi)
movsl %gs:(%rsi),%es:(%rdi)
movsq (%rsi),(%rdi)
movsq (%rsi),(%rdi)
movsq (%rsi),(%rdi)
movsq (%rsi),(%rdi)
movsq %fs:(%rsi),%es:(%rdi)
movsq %gs:(%rsi),%es:(%rdi)
cmpsb (%rdi),(%rsi)
cmpsb (%rdi),(%rsi)
cmpsb (%rdi),(%rsi)
cmpsb (%rdi),(%rsi)
cmpsb %es:(%rdi),%fs:(%rsi)
cmpsb %es:(%rdi),%gs:(%rsi)
cmpsw (%rdi),(%rsi)
cmpsw (%rdi),(%rsi)
cmpsw (%rdi),(%rsi)
cmpsw (%rdi),(%rsi)
cmpsw %es:(%rdi),%fs:(%rsi)
cmpsw %es:(%rdi),%gs:(%rsi)
cmpsl (%rdi),(%rsi)
cmpsl (%rdi),(%rsi)
cmpsl (%rdi),(%rsi)
cmpsl (%rdi),(%rsi)
cmpsl %es:(%rdi),%fs:(%rsi)
cmpsl %es:(%rdi),%gs:(%rsi)
cmpsq (%rdi),(%rsi)
cmpsq (%rdi),(%rsi)
cmpsq (%rdi),(%rsi)
cmpsq (%rdi),(%rsi)
cmpsq %es:(%rdi),%fs:(%rsi)
cmpsq %es:(%rdi),%gs:(%rsi)
lods (%rsi),%al
lods (%rsi),%al
lods (%rsi),%al
lods (%rsi),%al
lods %fs:(%rsi),%al
lods %gs:(%rsi),%al
lods (%rsi),%ax
lods (%rsi),%ax
lods (%rsi),%ax
lods (%rsi),%ax
lods %fs:(%rsi),%ax
lods %gs:(%rsi),%ax
lods (%rsi),%eax
lods (%rsi),%eax
lods (%rsi),%eax
lods (%rsi),%eax
lods %fs:(%rsi),%eax
lods %gs:(%rsi),%eax
lods (%rsi),%rax
lods (%rsi),%rax
lods (%rsi),%rax
lods (%rsi),%rax
lods %fs:(%rsi),%rax
lods %gs:(%rsi),%rax

xlat %es:(%ebx)
xlat %cs:(%ebx)
xlat %ss:(%ebx)
xlat (%ebx)
xlat %fs:(%ebx)
xlat %gs:(%ebx)
outsb %es:(%esi),%dx
outsb %cs:(%esi),%dx
outsb %ss:(%esi),%dx
outsb (%esi),%dx
outsb %fs:(%esi),%dx
outsb %gs:(%esi),%dx
outsw %es:(%esi),%dx
outsw %cs:(%esi),%dx
outsw %ss:(%esi),%dx
outsw (%esi),%dx
outsw %fs:(%esi),%dx
outsw %gs:(%esi),%dx
outsl %es:(%esi),%dx
outsl %cs:(%esi),%dx
outsl %ss:(%esi),%dx
outsl (%esi),%dx
outsl %fs:(%esi),%dx
outsl %gs:(%esi),%dx
movsb %es:(%esi),%es:(%edi)
movsb %cs:(%esi),%es:(%edi)
movsb %ss:(%esi),%es:(%edi)
movsb (%esi),(%edi)
movsb %fs:(%esi),%es:(%edi)
movsb %gs:(%esi),%es:(%edi)
movsw %es:(%esi),%es:(%edi)
movsw %cs:(%esi),%es:(%edi)
movsw %ss:(%esi),%es:(%edi)
movsw (%esi),(%edi)
movsw %fs:(%esi),%es:(%edi)
movsw %gs:(%esi),%es:(%edi)
movsl %es:(%esi),%es:(%edi)
movsl %cs:(%esi),%es:(%edi)
movsl %ss:(%esi),%es:(%edi)
movsl (%esi),(%edi)
movsl %fs:(%esi),%es:(%edi)
movsl %gs:(%esi),%es:(%edi)
cmpsb %es:(%edi),%es:(%esi)
cmpsb %es:(%edi),%cs:(%esi)
cmpsb %es:(%edi),%ss:(%esi)
cmpsb (%edi),(%esi)
cmpsb %es:(%edi),%fs:(%esi)
cmpsb %es:(%edi),%gs:(%esi)
cmpsw %es:(%edi),%es:(%esi)
cmpsw %es:(%edi),%cs:(%esi)
cmpsw %es:(%edi),%ss:(%esi)
cmpsw (%edi),(%esi)
cmpsw %es:(%edi),%fs:(%esi)
cmpsw %es:(%edi),%gs:(%esi)
cmpsl %es:(%edi),%es:(%esi)
cmpsl %es:(%edi),%cs:(%esi)
cmpsl %es:(%edi),%ss:(%esi)
cmpsl (%edi),(%esi)
cmpsl %es:(%edi),%fs:(%esi)
cmpsl %es:(%edi),%gs:(%esi)
lods %es:(%esi),%al
lods %cs:(%esi),%al
lods %ss:(%esi),%al
lods (%esi),%al
lods %fs:(%esi),%al
lods %gs:(%esi),%al
lods %es:(%esi),%ax
lods %cs:(%esi),%ax
lods %ss:(%esi),%ax
lods (%esi),%ax
lods %fs:(%esi),%ax
lods %gs:(%esi),%ax
lods %es:(%esi),%eax
lods %cs:(%esi),%eax
lods %ss:(%esi),%eax
lods (%esi),%eax
lods %fs:(%esi),%eax
lods %gs:(%esi),%eax

xlat %es:(%bx)
xlat %cs:(%bx)
xlat %ss:(%bx)
xlat (%bx)
xlat %fs:(%bx)
xlat %gs:(%bx)
outsb %es:(%si),%dx
outsb %cs:(%si),%dx
outsb %ss:(%si),%dx
outsb (%si),%dx
outsb %fs:(%si),%dx
outsb %gs:(%si),%dx
outsw %es:(%si),%dx
outsw %cs:(%si),%dx
outsw %ss:(%si),%dx
outsw (%si),%dx
outsw %fs:(%si),%dx
outsw %gs:(%si),%dx
outsl %es:(%si),%dx
outsl %cs:(%si),%dx
outsl %ss:(%si),%dx
outsl (%si),%dx
outsl %fs:(%si),%dx
outsl %gs:(%si),%dx
movsb %es:(%si),%es:(%di)
movsb %cs:(%si),%es:(%di)
movsb %ss:(%si),%es:(%di)
movsb (%si),(%di)
movsb %fs:(%si),%es:(%di)
movsb %gs:(%si),%es:(%di)
movsw %es:(%si),%es:(%di)
movsw %cs:(%si),%es:(%di)
movsw %ss:(%si),%es:(%di)
movsw (%si),(%di)
movsw %fs:(%si),%es:(%di)
movsw %gs:(%si),%es:(%di)
movsl %es:(%si),%es:(%di)
movsl %cs:(%si),%es:(%di)
movsl %ss:(%si),%es:(%di)
movsl (%si),(%di)
movsl %fs:(%si),%es:(%di)
movsl %gs:(%si),%es:(%di)
cmpsb %es:(%di),%es:(%si)
cmpsb %es:(%di),%cs:(%si)
cmpsb %es:(%di),%ss:(%si)
cmpsb (%di),(%si)
cmpsb %es:(%di),%fs:(%si)
cmpsb %es:(%di),%gs:(%si)
cmpsw %es:(%di),%es:(%si)
cmpsw %es:(%di),%cs:(%si)
cmpsw %es:(%di),%ss:(%si)
cmpsw (%di),(%si)
cmpsw %es:(%di),%fs:(%si)
cmpsw %es:(%di),%gs:(%si)
cmpsl %es:(%di),%es:(%si)
cmpsl %es:(%di),%cs:(%si)
cmpsl %es:(%di),%ss:(%si)
cmpsl (%di),(%si)
cmpsl %es:(%di),%fs:(%si)
cmpsl %es:(%di),%gs:(%si)
lods %es:(%si),%al
lods %cs:(%si),%al
lods %ss:(%si),%al
lods (%si),%al
lods %fs:(%si),%al
lods %gs:(%si),%al
lods %es:(%si),%ax
lods %cs:(%si),%ax
lods %ss:(%si),%ax
lods (%si),%ax
lods %fs:(%si),%ax
lods %gs:(%si),%ax
lods %es:(%si),%eax
lods %cs:(%si),%eax
lods %ss:(%si),%eax
lods (%si),%eax
lods %fs:(%si),%eax
lods %gs:(%si),%eax

es maskmovq %mm3,%mm2
cs maskmovq %mm3,%mm2
ss maskmovq %mm3,%mm2
ds maskmovq %mm3,%mm2
fs maskmovq %mm3,%mm2
gs maskmovq %mm3,%mm2
es maskmovdqu %xmm3,%xmm2
cs maskmovdqu %xmm3,%xmm2
ss maskmovdqu %xmm3,%xmm2
ds maskmovdqu %xmm3,%xmm2
fs maskmovdqu %xmm3,%xmm2
gs maskmovdqu %xmm3,%xmm2
es vmaskmovdqu %xmm3,%xmm2
cs vmaskmovdqu %xmm3,%xmm2
ss vmaskmovdqu %xmm3,%xmm2
ds vmaskmovdqu %xmm3,%xmm2
fs vmaskmovdqu %xmm3,%xmm2
gs vmaskmovdqu %xmm3,%xmm2

es maskmovq %mm3,%mm2
cs maskmovq %mm3,%mm2
ss maskmovq %mm3,%mm2
ds maskmovq %mm3,%mm2
fs maskmovq %mm3,%mm2
gs maskmovq %mm3,%mm2
es maskmovdqu %xmm3,%xmm2
cs maskmovdqu %xmm3,%xmm2
ss maskmovdqu %xmm3,%xmm2
ds maskmovdqu %xmm3,%xmm2
fs maskmovdqu %xmm3,%xmm2
gs maskmovdqu %xmm3,%xmm2
es vmaskmovdqu %xmm3,%xmm2
cs vmaskmovdqu %xmm3,%xmm2
ss vmaskmovdqu %xmm3,%xmm2
ds vmaskmovdqu %xmm3,%xmm2
fs vmaskmovdqu %xmm3,%xmm2
gs vmaskmovdqu %xmm3,%xmm2

es maskmovq %mm3,%mm2
cs maskmovq %mm3,%mm2
ss maskmovq %mm3,%mm2
ds maskmovq %mm3,%mm2
fs maskmovq %mm3,%mm2
gs maskmovq %mm3,%mm2
es maskmovdqu %xmm3,%xmm2
cs maskmovdqu %xmm3,%xmm2
ss maskmovdqu %xmm3,%xmm2
ds maskmovdqu %xmm3,%xmm2
fs maskmovdqu %xmm3,%xmm2
gs maskmovdqu %xmm3,%xmm2
es vmaskmovdqu %xmm3,%xmm2
cs vmaskmovdqu %xmm3,%xmm2
ss vmaskmovdqu %xmm3,%xmm2
ds vmaskmovdqu %xmm3,%xmm2
fs vmaskmovdqu %xmm3,%xmm2
gs vmaskmovdqu %xmm3,%xmm2

es monitor
cs monitor
ss monitor
ds monitor
fs monitor
gs monitor
es monitorx
cs monitorx
ss monitorx
ds monitorx
fs monitorx
gs monitorx
es clzero
cs clzero
ss clzero
ds clzero
fs clzero
gs clzero
es umonitor %rbp
cs umonitor %rbp
ss umonitor %rbp
ds umonitor %rbp
fs umonitor %rbp
gs umonitor %rbp

es monitor
cs monitor
ss monitor
ds monitor
fs monitor
gs monitor
es monitorx
cs monitorx
ss monitorx
ds monitorx
fs monitorx
gs monitorx
es clzero
cs clzero
ss clzero
ds clzero
fs clzero
gs clzero
es umonitor %ebp
cs umonitor %ebp
ss umonitor %ebp
ds umonitor %ebp
fs umonitor %ebp
gs umonitor %ebp

es monitor
cs monitor
ss monitor
ds monitor
fs monitor
gs monitor
es monitorx
cs monitorx
ss monitorx
ds monitorx
fs monitorx
gs monitorx
es clzero
cs clzero
ss clzero
ds clzero
fs clzero
gs clzero
es umonitor %bp
cs umonitor %bp
ss umonitor %bp
ds umonitor %bp
fs umonitor %bp
gs umonitor %bp

xlat %es:(%rbx)
xlat %cs:(%rbx)
xlat %ss:(%rbx)
xlat %ds:(%rbx)
xlat %fs:(%rbx)
xlat %gs:(%rbx)
outsb %es:(%rsi),%dx
outsb %cs:(%rsi),%dx
outsb %ss:(%rsi),%dx
outsb %ds:(%rsi),%dx
outsb %fs:(%rsi),%dx
outsb %gs:(%rsi),%dx
outsw %es:(%rsi),%dx
outsw %cs:(%rsi),%dx
outsw %ss:(%rsi),%dx
outsw %ds:(%rsi),%dx
